Manufacturer,ManPartNum,Description,ItemNum,Price,ListPr,OnHand,Wgt,UPC,Long Description,MAP/UP
Cortelco,2203-MEM-CVR,Plastic Cover,2203-MEM-CVR,0.5,0.5,0,0.001,,,
Cortelco,221000-TP2-27E,Colleague Enhanced Multi-FeatureBlack,221000-TP2-27E,57.03,59.48,29,2.35,48044221029,<html><ul>Enhanced Features:<li>Improved Super-Twist LCD Screen: improved viewing and reduced glare</li><li>Ratchet-Type LCD Display: allows user to select viewing angle</li><li>Both 90 Volt and 24 Volt Message Waiting Lamps</li><li>Headset Jacks (2.5mm and RJ type)</li></ul><ul>Features:<li>Caller ID with Call Waiting</li><li>80 Message CID Memory</li><li>Backlit Extra Large 3-line LCD Panel</li><li>Trilingual: EnglishFrench and Spanish</li><li>Voice Message Indication: FSKStutter and 90 Volt</li><li>Speakerphone</li><li>Mute with LED</li><li>Electronic Hold</li><li>10 Direct and 10 Keypad Memories</li><li>Programmable Flash</li><li>Redial</li><li>High Profile Ring Indicator</li><li>Multi-Step Volume Control</li><li>Data Port</li><li>Tone/Pulse Switch</li><li>Dual Headset Jacks</li><li>Desk/Wall Mountable</li></ul></html>,
Cortelco,221021-TP2-27E,Colleague Enhanced Multi-FeatureFrost,221021-TP2-27E,57.03,59.48,0,2.4,48044221036,<html><ul>Enhanced Features:<li>Improved Super-Twist LCD Screen: improved viewing and reduced glare</li><li>Ratchet-Type LCD Display: allows user to select viewing angle</li><li>Both 90 Volt and 24 Volt Message Waiting Lamps</li><li>Headset Jacks (2.5mm and RJ type)</li></ul><ul>Features:<li>Caller ID with Call Waiting</li><li>80 Message CID Memory</li><li>Backlit Extra Large 3-line LCD Panel</li><li>Trilingual: EnglishFrench and Spanish</li><li>Voice Message Indication: FSKStutter and 90 Volt</li><li>Speakerphone</li><li>Mute with LED</li><li>Electronic Hold</li><li>10 Direct and 10 Keypad Memories</li><li>Programmable Flash</li><li>Redial</li><li>High Profile Ring Indicator</li><li>Multi-Step Volume Control</li><li>Data Port</li><li>Tone/Pulse Switch</li><li>Dual Headset Jacks</li><li>Desk/Wall Mountable</li></ul></html>,
Cortelco,2210-MEM-CRD,REPLACEMENT MEMORY CARD,2210-MEM-CRD,0.32,0.35,0,0.001,,,
Cortelco,2210-MEM-CVR,REPLACEMENT MEMORY COVER,2210-MEM-CVR,0.64,1.1,0,0,,,
Cortelco,222021-TP2-27E,Colleague Enhanced Two-LineFrost,222021-TP2-27E,77.58,81.63,0,2.55,48044222057,<html><ul>Enhanced Features:<li>Improved Super-Twist LCD Screen: improved viewing and reduced glare</li><li>Ratchet-Type LCD Display: allows user to select viewing angle</li><li>Both 90 Volt and 24 Volt Message Waiting Lamps</li><li>Headset Jacks (2.5mm and RJ type)</li></ul><ul>Features:<li>Two Telephone Lines</li><li>Caller ID with Call Waiting</li><li>99 Message CID Memory</li><li>Backlit Extra Large 3-line LCD Panel</li><li>Trilingual: EnglishFrench and Spanish</li><li>Voice Message Indication: FSKStutter and 90 Volt</li><li>Speakerphone</li><li>Mute with LED</li><li>Electronic Hold</li><li>Programmable Flash</li><li>Redial</li><li>High Profile Ring Indicator</li><li>Multi-Step Volume Control</li><li>Data Port</li><li>Tone/Pulse Switch</li><li>Dual Headset Jacks</li><li>Conference</li><li>Desk/Wall Mountable</li></ul></html>,
Cortelco,240085-VOE-21F,ez Touch TelephoneSandstone,240085-VOE-21F,20.95,22.2,339,1.55,48044240082,Extra-Large Dial buttons * Redial * 3 One-Touch Photo Memory Buttons * 10 Number Memory * Ringer Control * Hearing Aid Compatible * Desk/Wall * Flashing Visual Ringing Indicator * Braille Raised Characters * Receiver Volume Control,
"Plantronics, Inc. (Plantronics Product)",24316-01,WINDSCREEN KIT,24316-01,2.97,4.95,61,0.001,17229003071,Supra (1 Per Package),
"Plantronics, Inc. (Plantronics Product)",24460-01,SpareHeadset Clothing ClipSUPRAPLUSMIRAGE,24460-01,2.97,4.95,0,0.001,17229006461,,
"Plantronics, Inc. (Plantronics Product)",2457-28808-004,CableHDMI(M) to HDMI(M)1.829m/6 Ft,2457-28808-004,58.33,70,0,0.03,,,
Cortelco,250000-VBA-20M,2500 Basic Assembled in USABlack,250000-VBA-20M,34.95,36.55,27,2.75,48044251002,<html><ul>Desk Phone Features:<li>Fully Modular</li><li>9ft. Handset Cord</li><li>Double-Gong Ringer</li><li>Ringer Volume Control</li><li>Hearing Aid Compatible</li><li>Five-Year Limited Warranty</li><li>Nationwide Support System</li><li>ADA Volume Control Compliant</li></ul></html>,
Cortelco,250000-VBA-20MD,2500 Basic Globally SourcedBlack,250000-VBA-20MD,24.63,26.01,70,3.65,48044002253,,
Cortelco,250000-VBA-27M,2500 Message Waiting Assembled in USABlack,250000-VBA-27M,37.74,39.67,0,2.55,48044250890,<html><ul>Desk Phone Features:<li>Fully Modular</li><li>9ft. Handset Cord</li><li>Double-Gong Ringer</li><li>Ringer Volume Control</li><li>Hearing Aid Compatible</li><li>Five-Year Limited Warranty</li><li>Nationwide Support System</li><li>ADA Volume Control Compliant</li></ul></html>,
Cortelco,250000-VBA-57MD,2500 Message Waiting Globally SourcedBlack,250000-VBA-57MD,24.63,26.01,0,2.55,48044002260,,
Cortelco,250000-VBA-NDL,No Dial 2500 Assembled in USABlack,250000-VBA-NDL,49.24,52,6,2.65,48044002567,,
Cortelco,250000-VOE-20MD,2500 Basic Globally SourcedBlack,250000-VOE-20MD,24.63,26.01,1,2.35,48044002673,,
Cortelco,250009-VBA-20M,2500 Basic Assembled in USAIvory,250009-VBA-20M,34.91,36.52,5,2.4,48044251019,<html><ul>Desk Phone Features:<li>Fully Modular</li><li>9ft. Handset Cord</li><li>Double-Gong Ringer</li><li>Ringer Volume Control</li><li>Hearing Aid Compatible</li><li>Five-Year Limited Warranty</li><li>Nationwide Support System</li><li>ADA Volume Control Compliant</li></ul></html>,
Cortelco,250012-VBA-20M,2554 Desk PhoneBlue,250012-VBA-20M,36.33,38.3,0,2.9,48044003533,,
Cortelco,250013-VBA-20M,2500 Basic Assembled in USABeige,250013-VBA-20M,34.9,36.51,3,2.95,48044251026,<html><ul>Desk Phone Features:<li>Fully Modular</li><li>9ft. Handset Cord</li><li>Double-Gong Ringer</li><li>Ringer Volume Control</li><li>Hearing Aid Compatible</li><li>Five-Year Limited Warranty</li><li>Nationwide Support System</li><li>ADA Volume Control Compliant</li></ul></html>,
Cortelco,250015-VBA-20M,2500 Basic Assembled in USAWhite,250015-VBA-20M,34.9,36.51,3,2.35,48044251101,<html><ul>Desk Phone Features:<li>Fully Modular</li><li>9ft. Handset Cord</li><li>Double-Gong Ringer</li><li>Ringer Volume Control</li><li>Hearing Aid Compatible</li><li>Five-Year Limited Warranty</li><li>Nationwide Support System</li><li>ADA Volume Control Compliant</li></ul></html>,
Cortelco,250044-VBA-20F,2500 Flash Assembled in USAAsh,250044-VBA-20F,42.74,44.69,92,2.6,48044251231,<html><ul>Desk Phone Features:<li>Fully Modular</li><li>9ft. Handset Cord</li><li>Double-Gong Ringer</li><li>Ringer Volume Control</li><li>Hearing Aid Compatible</li><li>Five-Year Limited Warranty</li><li>Nationwide Support System</li><li>ADA Volume Control Compliant</li></ul></html>,
Cortelco,250044-VBA-20M,2500 Basic Assembled in USAAsh,250044-VBA-20M,33.85,35.69,167,3.2,48044251439,<html><ul>Desk Phone Features:<li>Fully Modular</li><li>9ft. Handset Cord</li><li>Double-Gong Ringer</li><li>Ringer Volume Control</li><li>Hearing Aid Compatible</li><li>Five-Year Limited Warranty</li><li>Nationwide Support System</li><li>ADA Volume Control Compliant</li></ul></html>,
Cortelco,250044-VBA-20MD,2500 Basic Globally SourcedAsh,250044-VBA-20MD,24.63,26.01,129,2.55,48044001805,,
Cortelco,250044-VBA-27F,2500 Flash/Message Waiting Assembled in USAAsh,250044-VBA-27F,46.89,49.5,37,3.2,48044250630,<html><ul>Desk Phone Features:<li>Fully Modular</li><li>9ft. Handset Cord</li><li>Double-Gong Ringer</li><li>Ringer Volume Control</li><li>Hearing Aid Compatible</li><li>Five-Year Limited Warranty</li><li>Nationwide Support System</li><li>ADA Volume Control Compliant</li></ul></html>,
Cortelco,250044-VBA-27M,2500 Message Waiting Assembled in USAAsh,250044-VBA-27M,37.71,39.64,88,2.4,48044251125,<html><ul>Desk Phone Features:<li>Fully Modular</li><li>9ft. Handset Cord</li><li>Double-Gong Ringer</li><li>Ringer Volume Control</li><li>Hearing Aid Compatible</li><li>Five-Year Limited Warranty</li><li>Nationwide Support System</li><li>ADA Volume Control Compliant</li></ul></html>,
Cortelco,250044-VBA-44M,2500 Modular Assembled in USAAsh,250044-VBA-44M,36.11,38.17,0,2.95,48044251132,<html><ul>Desk Phone Features:<li>Fully Modular</li><li>9ft. Handset Cord</li><li>Double-Gong Ringer</li><li>Ringer Volume Control</li><li>Hearing Aid Compatible</li><li>Five-Year Limited Warranty</li><li>Nationwide Support System</li><li>ADA Volume Control Compliant</li></ul></html>,
Cortelco,250044-VBA-57MD,2500 Message Waiting Globally SourcedAsh,250044-VBA-57MD,24.63,26.01,1,2.55,48044001799,,
Cortelco,250044-VBA-NDL,No Dial 2500 Assembled in USAAsh,250044-VBA-NDL,49.11,51.87,2,2.65,48044002574,,
Cortelco,250044-VOE-20MD,2500 Basic Globally SourcedAsh,250044-VOE-20MD,24.63,26.01,33,2.05,48044002680,,
Cortelco,250044-VOE-57MD,2500 Message Waiting Globally SourcedAsh,250044-VOE-57MD,24.63,26.01,0,2.9,48044002857,,
Cortelco,250045-VBA-20M,2500 Basic Assembled in USABrown,250045-VBA-20M,34.91,36.52,5,2.95,48044250463,<html><ul>Desk Phone Features:<li>Fully Modular</li><li>9ft. Handset Cord</li><li>Double-Gong Ringer</li><li>Ringer Volume Control</li><li>Hearing Aid Compatible</li><li>Five-Year Limited Warranty</li><li>Nationwide Support System</li><li>ADA Volume Control Compliant</li></ul></html>,
Cortelco,250047-V0E-20MD,2500 Basic Globally SourcedRed,250047-V0E-20MD,25.63,27.55,0,1.95,48044002864,,
Cortelco,250047-VBA-20M,2500 Basic Assembled in USARed,250047-VBA-20M,35.6,37.61,72,2.9,48044250487,<html><ul>Desk Phone Features:<li>Fully Modular</li><li>9ft. Handset Cord</li><li>Double-Gong Ringer</li><li>Ringer Volume Control</li><li>Hearing Aid Compatible</li><li>Five-Year Limited Warranty</li><li>Nationwide Support System</li><li>ADA Volume Control Compliant</li></ul></html>,
Cortelco,250047-VBA-20MD,2500 Basic Globally SourcedRed,250047-VBA-20MD,27.26,28.84,70,2.5,48044002598,,
Cortelco,250047-VBA-NDL,No Dial 2500 Assembled in USARed,250047-VBA-NDL,49.78,52.38,6,2.2,48044002550,,
Cortelco,250082VBA20M,2500 Basic Assembled in USASlate,250082VBA20M,35.37,36.88,0,1.85,48044003106,,
Cortelco,255400AHC20M,Basic Wall PhoneArmored CordMetal CradleBlack,255400AHC20M,102.03,103.99,5,2.55,48044003311,,
Cortelco,255400AHCNDL,Basic Wall PhoneNo DialArmored CordMetal CradleBlack,255400AHCNDL,114.78,116.99,0,1.9,48044003335,,
Cortelco,255400ARC20M,Basic Wall PhoneArmored CordPlastic CradleBlack,255400ARC20M,76.52,77.99,0,1.65,48044003274,,
Cortelco,255400ARCNDL,Basic Wall PhoneNo DialArmored CordPlastic CradleBlack,255400ARCNDL,89.27,90.99,0,1.6,48044003298,,
Cortelco,255400V0E27MD,BlackWall TelephoneM-WElectronic RingerGlobally Sourced,255400V0E27MD,24.62,26.01,0,1.45,48044003250,,
Cortelco,255400-VBA-20M,Cortelco 2554 Basic Single-Line Wall Telephone with Volume ControlBlackSingle-Gong RingerFully ModularHearing-Aid Compatible and 9ft. Handset Cord,255400-VBA-20M,34.71,36.4,215,2.3,48044255017,<html><ul>Wall Mount Phone Features:<li>Fully Modular</li><li>9ft. Handset Cord</li><li>Single-Gong Ringer</li><li>Ringer Volume Control</li><li>Hearing Aid Compatible</li><li>Five-Year Limited Warranty</li><li>Nationwide Support System</li><li>ADA Volume Control Compliant</li></ul></html>,
Cortelco,255400-VBA-20MD,2554 Basic Globally SourcedBlack,255400-VBA-20MD,23.92,25.44,378,1.85,48044001935,<html> <ul>Wall Mount Phone Features: <li>Fully Modular</li> <li>9ft. Handset Cord</li> <li>Single-Gong Ringer</li> <li>Hearing Aid Compatible</li> <li>One-Year Limited Warranty</li> <li>ADA Volume Control Compliant</li> </ul> </html>,
Cortelco,255400-VBA-27MD,2554 Message Waiting Globally SourcedBlack,255400-VBA-27MD,23.92,25.44,9,2.2,48044002277,,
Cortelco,255400-VBA-44M,2554 Modular Assembled in USABlack,255400-VBA-44M,35.91,38.63,0,1.85,48044255864,,
Cortelco,255400-VBA-NDL,No Dial 2554 Assembled in USABlack,255400-VBA-NDL,49.32,52.15,10,2.1,48044002581,,
Cortelco,255400-VOE-20MD,2554 Basic Globally SourcedBlack,255400-VOE-20MD,23.92,25.44,18,1.85,48044002666,,
Cortelco,255409-VBA-20M,2554 Basic Assembled in USAIvory,255409-VBA-20M,34.71,36.4,28,1.9,48044255086,<html><ul>Wall Mount Phone Features:<li>Fully Modular</li><li>9ft. Handset Cord</li><li>Single-Gong Ringer</li><li>Ringer Volume Control</li><li>Hearing Aid Compatible</li><li>Five-Year Limited Warranty</li><li>Nationwide Support System</li><li>ADA Volume Control Compliant</li></ul></html>,
Cortelco,255412-VBA-20M,2554 Wall PhoneBlue,255412-VBA-20M,35.97,38.1,0,1.85,,,
Cortelco,255413-VBA-20M,2554 Basic Assembled in USABeige,255413-VBA-20M,34.71,36.4,9,2.3,48044255123,<html><ul>Wall Mount Phone Features:<li>Fully Modular</li><li>9ft. Handset Cord</li><li>Single-Gong Ringer</li><li>Ringer Volume Control</li><li>Hearing Aid Compatible</li><li>Five-Year Limited Warranty</li><li>Nationwide Support System</li><li>ADA Volume Control Compliant</li></ul></html>,
Cortelco,255415-VBA-20M,2554 Basic Assembled in USAWhite,255415-VBA-20M,34.7,36.39,31,2.2,48044255116,<html><ul>Wall Mount Phone Features:<li>Fully Modular</li><li>9ft. Handset Cord</li><li>Single-Gong Ringer</li><li>Ringer Volume Control</li><li>Hearing Aid Compatible</li><li>Five-Year Limited Warranty</li><li>Nationwide Support System</li><li>ADA Volume Control Compliant</li></ul></html>,
Cortelco,255444-V0E-20MD,2554 Basic Globally SourcedAsh,255444-V0E-20MD,23.92,25.44,47,1.7,48044002536,,
Cortelco,255444-VBA-20F,2554 Flash Assembled in USAAsh,255444-VBA-20F,42.54,44.56,40,1.95,48044255239,Double Gong Ringer (Hi/Low/Off) * Hearing Aid Compatible * Modular * 5 Year Warranty,
Cortelco,255444-VBA-20M,2554 Basic Assembled in USAAsh,255444-VBA-20M,33.64,35.56,168,2.15,48044255437,Double Gong Ringer (Hi/Low/Off) * Hearing Aid Compatible * Modular * 5 Year Warranty,
Cortelco,255444-VBA-20MD,2554 Basic Globally SourcedAsh,255444-VBA-20MD,23.91,25.44,0,2.2,48044001812,,
Cortelco,255444-VBA-27F,2554 Flash/Message Waiting Assembled in USAAsh,255444-VBA-27F,46.7,49.4,40,1.75,48044255536,<html><ul>Wall Mount Phone Features:<li>Fully Modular</li><li>9ft. Handset Cord</li><li>Single-Gong Ringer</li><li>Ringer Volume Control</li><li>Hearing Aid Compatible</li><li>Five-Year Limited Warranty</li><li>Nationwide Support System</li><li>ADA Volume Control Compliant</li></ul></html>,
Cortelco,255444-VBA-27M,2554 Message Waiting Assembled in USAAsh,255444-VBA-27M,37.5,39.52,21,2.3,48044255963,<html><ul>Wall Mount Phone Features:<li>Fully Modular</li><li>9ft. Handset Cord</li><li>Single-Gong Ringer</li><li>Ringer Volume Control</li><li>Hearing Aid Compatible</li><li>Five-Year Limited Warranty</li><li>Nationwide Support System</li><li>ADA Volume Control Compliant</li></ul></html>,
Cortelco,255444-VBA-27MD,2554 Message Waiting Globally SourcedAsh,255444-VBA-27MD,23.92,25.44,26,1.7,48044001904,,
Cortelco,255444-VBA-44M,2554 Modular Assembled in USAAsh,255444-VBA-44M,35.88,38.6,0,2.25,48044255871,<html><ul>Wall Mount Phone Features:<li>Fully Modular</li><li>9ft. Handset Cord</li><li>Single-Gong Ringer</li><li>Ringer Volume Control</li><li>Hearing Aid Compatible</li><li>Five-Year Limited Warranty</li><li>Nationwide Support System</li><li>ADA Volume Control Compliant</li></ul></html>,
Cortelco,255444-VBA-NDL,No Dial 2554 Assembled in USAAsh,255444-VBA-NDL,49.29,52.11,17,2.4,48044001911,,
Cortelco,255445-VBA-20M,2554 Basic Assembled in USABrown,255445-VBA-20M,34.7,36.39,10,2.2,48044255468,<html><ul>Wall Mount Phone Features:<li>Fully Modular</li><li>9ft. Handset Cord</li><li>Single-Gong Ringer</li><li>Ringer Volume Control</li><li>Hearing Aid Compatible</li><li>Five-Year Limited Warranty</li><li>Nationwide Support System</li><li>ADA Volume Control Compliant</li></ul></html>,
Cortelco,255447AHC20M,Basic Wall PhoneArmored CordMetal CradleRed,255447AHC20M,102.03,103.99,0,2.5,48044003328,,
Cortelco,255447AHCNDL,Basic Wall PhoneNo DialArmored CordMetal CradleRed,255447AHCNDL,114.78,116.99,0,1.9,,,
Cortelco,255447ARC20M,Basic Wall PhoneArmored CordPlastic CradleRed,255447ARC20M,76.52,77.99,0,2,48044003281,,
Cortelco,255447ARCNDL,Basic Wall PhoneNo DialArmored CordPlastic CradleRed,255447ARCNDL,89.27,90.99,0,1.7,,,
Cortelco,255447V0E20MD,Wall TelephoneElectronic RingerGlobally SourcedCherry Red,255447V0E20MD,24.17,25.75,2,1.55,48044002956,,
Cortelco,255447V0E27MD,Wall TelephoneMessage WaitingElectronic RingerGlobally SourcedCherry Red,255447V0E27MD,24.62,26.01,0,2.125,,,
Cortelco,255447-VBA-20M,2554 Basic Assembled in USARed,255447-VBA-20M,35.4,37.49,54,1.5,48044255482,<html><ul>Wall Mount Phone Features:<li>Fully Modular</li><li>9ft. Handset Cord</li><li>Single-Gong Ringer</li><li>Ringer Volume Control</li><li>Hearing Aid Compatible</li><li>Five-Year Limited Warranty</li><li>Nationwide Support System</li><li>ADA Volume Control Compliant</li></ul></html>,
Cortelco,255447-VBA-20MD,2554 Basic Globally SourcedRed,255447-VBA-20MD,26.54,28.27,8,1.9,48044002604,,
Cortelco,255447-VBA-NDL,No Dial 2554 Assembled in USARed,255447-VBA-NDL,49.88,52.54,16,2.25,48044001928,,
"Plantronics, Inc. (Plantronics Product)",25640-01(VERSATIP),SPAREEARPIECE ASSYVERSA TIP,25640-01,2.32,3.5,109,0.15,17229003132,StarSet VersaTip Ear Piece,
"Plantronics, Inc. (Plantronics Product)",26609-02,M12 Battery Door KitModular AdaptorSpare,26609-02,1.78,3,0,0.15,17229113213,Battery door and side cover kit for the M12.,
"Plantronics, Inc. (Plantronics Product)",26609-03,KitDoorsModular AdaptorSpareM22,26609-03,2.97,4.95,0,0.001,17229125223,Battery door and side cover kit for the M12.,
"Plantronics, Inc. (Plantronics Product)",26716-01,SPARECABLE ASSYU10-AMP/QDMODADAP,26716-01,26.74,45,9234,0.1,17229003231,Converts a in. Quick-Disconnectin. End to a Modular Plug End * Allows in. Hin. Series Headsets to Operate on M12M22,
"Plantronics, Inc. (Plantronics Product)",26718-01,SPARE4-COND. COIL CABLEMOD. ADAPTOR,26718-01,2.38,4,0,0.005,17229006522,Cable for M12 or M10 Headset adapter. Short modular coil cord that connects your amp to your phone.,
Cortelco,270000-HST-COM,Replacement Handset for the 27 Series,270000-HST-COM,7.01,10.52,0,0.4,,,
Cortelco,270000HSTPTT,Push to Talk Handset 7 Series,270000-HST-PTT,44.64,45,0,0.3,,,
Cortelco,270000-TP2-27S,7 Series Single Line Caller Id TelephoneBlack,270000-TP2-27S,68.57,72.58,93,2.85,48044001591,<html><ul>Features:<li>Caller Id with Call Waiting99 CID Memory</li><li>Wide AngelAdjustableBacklit (Blue) LCD Display</li><li>Voice Mail Indication (FSK/Stutter/90V/24V)</li><li>Mute with LED Indicator</li><li>Hold with LED Indicator</li><li>PBX Hold (Programmable)</li><li>On Hook Pre-dial</li><li>Directory Button (Save up to 99 Names and Numbers)</li><li>5 One Touch & 5 Two Touch Speed Dial Memory Locations with up to 24 Digits</li><li>Programmable Flash</li><li>Enhanced Redial-Last 10 Numbers</li><li>Handset Receive Volume Control (4 Levels)</li><li>Programmable Ring Cadence (10 Positions)</li><li>Programmable Ring Volume (Off to 7)</li><li>Programmable VIP Alert</li><li>Data Port</li><li>Speakerphone</li><li>Speakerphone Volume Control (8 Levels)</li><li>DTMF Dialing</li><li>Programmable Area Code</li><li>2.5mm/RJ Type Headset Jack</li><li>Desk/Wall Mountable</li></ul></html>,
"Plantronics, Inc. (Plantronics Product)",27019-03,SpareKitY-Adapter Trainer w/Mute,27019-03,23.77,39.95,0,0.15,17229003354,,
"Plantronics, Inc. (Plantronics Product)",27190-01,U10P - BOT OF POLARIS HDSET,27190-01,26.74,45,1277,0.1,17229003378,,
Cortelco,273000-TP2-27E,7 Series Line Powered Caller Id TelephoneBlack,273000-TP2-27E,71.86,74.42,75,2.35,48044002284,,
Cortelco,2742CA-000-PAK,7 Series 4-Line Telephone Analog Device Feature Module,2742CA-000-PAK,107.05,113.29,0,1.9,48044002086,,
Cortelco,2743FM-000-PAK,7 Series 4-Line Telephone Multi-Purpose Feature Module,2743FM-000-PAK,97.21,102.99,0,1.7,48044002178,,
"Plantronics, Inc. (Plantronics Product)",27708-01,KitIN-LINE Mute SwitchCable w/Connector,27708-01,11.88,19.95,113,0.15,17229003392,,
"Plantronics, Inc. (Plantronics Product)",PLA-28959-01,QD to DUAL 3.5mm plugs Stereo Adapter,28959-01,26.74,45,30,0.1,17229003477,Plantronics Quick-Disconnect to DUAL (2) 3.5mm plugs.,
Cortelco,293300-TP2-27S,Desk/Wall Telephone Black,293300-TP2-27S,19.57,19.57,0,1.3,48044002888,,
Cortelco,293321-TP2-27S,FrostDesk/Wall Tel. with MemoryFlash and M-W,293321-TP2-27S,19.57,19.57,0,1.35,48044002895,,
"Plantronics, Inc. (Plantronics Product)",29362-41,P10AMPUSBase For H-Type Headset,29362-41,58.71,110,471,0.5,17229106055,,
"Plantronics, Inc. (Plantronics Product)",29362-42,P10HPlug-prong Amp10ft. coil cord,29362-42,70.44,132,0,0.45,17229005846,,
